Team_ID,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
1104,0,0,0,0,0,0
1124,1,1,1,1,0,0
1125,1,0,0,0,0,0
1140,0,0,0,0,0,0
1153,1,0,0,0,0,0
1160,0,0,0,0,0,0
1161,1,1,0,0,0,0
1163,0,0,0,0,0,0
1166,0,0,0,0,0,0
1172,1,1,0,0,0,0
1178,1,0,0,0,0,0
1181,0,0,0,0,0,0
1196,1,0,0,0,0,0
1199,0,0,0,0,0,0
1207,0,0,0,0,0,0
1211,1,1,1,0,0,0
1217,0,0,0,0,0,0
1231,1,0,0,0,0,0
1235,1,1,0,0,0,0
1242,0,0,0,0,0,0
1243,0,0,0,0,0,0
1246,1,1,1,1,1,0
1250,0,0,0,0,0,0
1253,1,0,0,0,0,0
1254,0,0,0,0,0,0
1257,1,1,0,0,0,0
1259,1,0,0,0,0,0
1266,0,0,0,0,0,0
1272,1,0,0,0,0,0
1276,0,0,0,0,0,0
1277,0,0,0,0,0,0
1281,1,1,1,0,0,0
1285,1,0,0,0,0,0
1293,0,0,0,0,0,0
1301,0,0,0,0,0,0
1307,1,1,0,0,0,0
1308,1,0,0,0,0,0
1313,0,0,0,0,0,0
1314,1,1,1,1,0,0
1323,0,0,0,0,0,0
1325,0,0,0,0,0,0
1326,1,1,1,0,0,0
1345,0,0,0,0,0,0
1355,1,0,0,0,0,0
1361,0,0,0,0,0,0
1378,1,1,0,0,0,0
1379,1,0,0,0,0,0
1382,0,0,0,0,0,0
1387,1,0,0,0,0,0
1388,0,0,0,0,0,0
1393,1,1,1,1,1,1
1396,0,0,0,0,0,0
1400,0,0,0,0,0,0
1421,1,1,0,0,0,0
1424,0,0,0,0,0,0
1433,1,0,0,0,0,0
1435,1,1,1,0,0,0
1436,0,0,0,0,0,0
1438,0,0,0,0,0,0
1443,1,0,0,0,0,0
1452,1,0,0,0,0,0
1455,0,0,0,0,0,0
1458,0,0,0,0,0,0
1462,1,1,0,0,0,0
