Team_ID,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
1103,0,0,0,0,0,0
1107,1,0,0,0,0,0
1112,1,1,1,0,0,0
1125,0,0,0,0,0,0
1137,0,0,0,0,0,0
1139,1,1,0,0,0,0
1143,0,0,0,0,0,0
1153,1,0,0,0,0,0
1160,0,0,0,0,0,0
1161,1,1,0,0,0,0
1166,1,0,0,0,0,0
1172,0,0,0,0,0,0
1181,1,0,0,0,0,0
1195,0,0,0,0,0,0
1196,1,1,1,1,0,0
1207,0,0,0,0,0,0
1211,1,1,1,1,1,0
1217,0,0,0,0,0,0
1228,1,0,0,0,0,0
1231,0,0,0,0,0,0
1233,1,0,0,0,0,0
1235,0,0,0,0,0,0
1241,0,0,0,0,0,0
1242,1,1,0,0,0,0
1243,0,0,0,0,0,0
1247,1,0,0,0,0,0
1257,1,1,0,0,0,0
1266,0,0,0,0,0,0
1272,1,0,0,0,0,0
1274,0,0,0,0,0,0
1276,0,0,0,0,0,0
1277,1,1,1,0,0,0
1278,1,1,0,0,0,0
1279,0,0,0,0,0,0
1281,1,0,0,0,0,0
1285,0,0,0,0,0,0
1299,1,0,0,0,0,0
1301,0,0,0,0,0,0
1307,1,1,1,1,0,0
1308,0,0,0,0,0,0
1314,1,0,0,0,0,0
1322,0,0,0,0,0,0
1323,0,0,0,0,0,0
1326,1,1,1,0,0,0
1328,1,0,0,0,0,0
1329,0,0,0,0,0,0
1332,0,0,0,0,0,0
1334,1,1,0,0,0,0
1338,0,0,0,0,0,0
1355,1,1,0,0,0,0
1361,0,0,0,0,0,0
1380,1,0,0,0,0,0
1387,1,1,1,0,0,0
1388,0,0,0,0,0,0
1393,1,0,0,0,0,0
1396,0,0,0,0,0,0
1417,0,0,0,0,0,0
1424,1,1,1,1,1,1
1433,0,0,0,0,0,0
1434,1,0,0,0,0,0
1437,1,0,0,0,0,0
1443,0,0,0,0,0,0
1455,1,1,0,0,0,0
1458,0,0,0,0,0,0
