Team_ID,1,2,3,4,5,6
1231,0.9012687310062325,0.1441107529452991,0.2652177468240481,0.35298063419232845,0.102252122542152,0.13324904208536975
1241,0.08566750284122811,0.0053622146237436285,0.06813345872970328,0.0005802098094744953,0.00020979309893536348,0.0002750363118210925
1301,0.8724077262430627,0.09219161803351927,0.020106911150377958,0.11265202083558022,0.0021376770247453656,0.004965418787039692
1396,0.4178196676068965,0.1261997845609405,0.013675003536858013,0.008224346624225385,0.007271739153593586,0.0013411818414194707
1424,0.9427363080288632,0.3341571231379462,0.045080562336803506,0.24436108584975055,0.09169691091685074,0.03295098621652692
1143,0.05046116524723318,0.3258711208724297,0.01825603261850289,0.011931104914611877,0.001682628556264227,0.001410112675043702
1393,0.6438637202630163,0.3285043064334333,0.8182363115906064,0.22618210926582794,0.1738258655742918,0.0101038914110641
1285,0.032709433557217886,0.007013380929246263,0.18146651810574999,0.0027486425412214014,0.007101653607117408,0.030465341803980778
1139,0.5699829497202837,0.13632680761817917,0.3178061803268486,0.24181781539973257,0.4591734624963935,0.0002412320660818522
1137,0.16180606608626188,0.020587909225813945,0.00899014792469624,0.02948897864653807,0.009035003853179924,0.001211715860850768
1266,0.9361213681672244,0.8655523213880648,0.7019146513306378,0.6039092218489869,0.0897994075688928,0.31805841938174784
1172,0.17711306439428778,0.015666681491191697,0.005976875806752537,2.0233909838187776e-05,0.00730635961316059,4.043775889514235e-06
1228,0.9752140786490935,0.03383383052678597,0.09272010751667302,0.021890563421808062,0.01693831160202228,0.025669447218625525
1160,0.28122076918468686,0.004460281501968917,0.004829561622191673,0.00938162729346547,0.004263996855405078,0.00027650547131664193
1274,0.470534402804639,0.8403884177987196,0.2624303450354078,0.013568075172196813,0.239562836113338,0.03249444261399347
1334,0.5412400622410862,0.45924875928046527,0.0020605399376450164,0.0021304696785496642,0.019536586738943703,0.0053845950827175445
1242,0.9244157219543415,0.4378707754922891,0.4590448720130738,0.10394152123168807,0.013794704918802215,0.10864725544912006
1443,0.004104693035390039,0.0797341035631613,0.2826015737885726,0.0026906113610807164,0.007511360163864981,4.927760110728056e-05
1314,0.5290613319773416,0.9465136083901298,0.32632699154711964,0.5620429479783337,0.0018491247650940562,0.012813264748241753
1437,0.41324645438235647,0.1790531318686955,0.0012942991236267187,0.003851733449690199,0.0195253690030612,0.00872922098161672
1433,0.644838152166897,0.2656733619809417,0.37111794257461483,0.7898542701726103,0.07856824621750869,0.013276920921182711
1103,0.3134622010746442,0.21584940269253775,0.05153313130210857,0.006666023210444208,0.017011847499987954,0.00014135633684115472
1276,0.5434643273594582,0.8296102311475076,0.12425340107095989,0.3171126784241857,0.03091571261669013,0.004147990268374991
1355,0.2923411860962914,0.06632379666559741,0.011521823907107591,0.00571830405513566,0.0008620150791053981,1.5895695623344537e-05
1417,0.5744851578900175,0.06257021378641192,0.699298974772865,0.0157950903538351,0.004262126896201928,0.06718737849065443
