Team_ID,1,2,3,4,5,6
1393,0.7748435139656067,0.5915546092628381,0.35319581304264,0.24137083670100276,0.15466782325336473,0.09616955197054342
1421,0.2251564860343933,0.07692730233936082,0.013865588191143195,0.004104914041094295,0.0011405514725888973,0.0002848480890534287
1243,0.4661572575569153,0.1521912800529437,0.05435212830612394,0.02399853452839028,0.009260116864414372,0.003146442695470555
1379,0.5338427424430847,0.17932680834485742,0.06531169239194143,0.031169653174790604,0.013466780774133647,0.00571014970043231
1435,0.6820385158061981,0.2887380336267171,0.15456668571164228,0.09068811236861268,0.049685057057421655,0.025300881150551277
1217,0.3179614841938019,0.09656044597198038,0.027770699094995754,0.010167515776499726,0.003058941553199954,0.0008630612283713681
1458,0.7955696284770966,0.545927333564572,0.3119166913043692,0.202839118551859,0.12087659266923152,0.06830179402860741
1285,0.20443037152290344,0.06877418683673049,0.01902070195714415,0.006363309734256246,0.0018926573010326377,0.0005850334438214173
1153,0.5858248472213745,0.2914296441093009,0.12335563311827615,0.04541880500675756,0.01801914579312901,0.006758681818339611
1400,0.4141751527786255,0.20332066543800106,0.08289127510750555,0.024513849400101217,0.009942789426870581,0.0035752655522222746
1199,0.6535831093788147,0.3798862225516748,0.16766547616243874,0.06651130326033994,0.027608370737579786,0.011313735928678823
1382,0.3464168906211853,0.12536346790102323,0.042064199164243816,0.00893520969363416,0.0026962179033367946,0.0007968076714197256
1211,0.553690493106842,0.22255267900707015,0.1261515369186395,0.04968817786122743,0.021262312492039782,0.00865632002410619
1452,0.446309506893158,0.19498108651536097,0.09701748068895494,0.0332699137255298,0.014016982021908366,0.005449062150022067
1326,0.8572485595941544,0.5337286410392039,0.3438505710078448,0.15771461638315937,0.0866113357064748,0.04830599106352864
1259,0.14275144040584564,0.048737593438364986,0.017003827832096564,0.003246129792744962,0.000758720380641195,0.00017195316300834163
1314,0.7575346827507019,0.5448770651562612,0.3167982899311226,0.1894160422955235,0.1008104971942265,0.05931212736299093
1436,0.2424653172492981,0.08398340866673563,0.025141303198804917,0.007239702919646732,0.0017645499939576963,0.00045015571375675714
1166,0.6058972477912903,0.2408138415416093,0.09834988640172704,0.03848235878006832,0.01422648053872473,0.005215997455871652
1104,0.3941027522087097,0.1303256846353938,0.04543534651516,0.014596929775222398,0.004217276535841939,0.0011996570307670836
